Runing compare from /home/zhongjiafeng/Model/N801/models/experiment/TT/tent/origin_scores.txt to /home/zhongjiafeng/Model/N801/models/experiment/TT/tent/tent_step_3_scores.txt.
EER 1 : 27.560000000000002           EER 2 : 41.43.
Threshold 1 : -5.629968643188     Threshold 2 : -6.816090583801.
===========================================================================================
total number of change to right : 4554 
utt change to right:    file_name      |    score 1    |    score 2    |
utt unchanged       :    20014182.wav    | -5.901586532593 | -7.063643455505 |
utt unchanged       :    20014183.wav    | -5.76312494278 | -6.866469860077 |
utt unchanged       :    20014184.wav    | -5.819618225098 | -6.963397979736 |
utt unchanged       :    20014185.wav    | -6.013307571411 | -7.102733612061 |
utt unchanged       :    20014186.wav    | -4.444353103638 | -2.573396444321 |
utt unchanged       :    20014187.wav    | -6.104524612427 | -7.15873670578 |
utt unchanged       :    20014188.wav    | -5.378156661987 | -6.448718547821 |
utt unchanged       :    20014190.wav    | -5.711197853088 | -6.881960391998 |
utt unchanged       :    20014191.wav    | -5.507026672363 | -6.57285118103 |
utt unchanged       :    20014192.wav    | -5.967558860779 | -7.054337978363 |
utt unchanged       :    20014193.wav    | -5.956737518311 | -6.967594146729 |
utt unchanged       :    20014194.wav    | -6.054344654083 | -7.083122730255 |
utt unchanged       :    20014195.wav    | -3.205026626587 | -5.439232349396 |
utt unchanged       :    20014196.wav    | -4.664716243744 | -6.730967998505 |
utt unchanged       :    20014197.wav    | -3.901036262512 | -6.205562591553 |
utt unchanged       :    20014198.wav    | -6.067630290985 | -7.190544128418 |
utt unchanged       :    20014200.wav    | -5.486644744873 | -6.513909339905 |
utt unchanged       :    20014201.wav    | -4.475174427032 | -6.498791694641 |
utt unchanged       :    20014202.wav    | -6.183680534363 | -7.026721954346 |
utt unchanged       :    20014203.wav    | -6.279481887817 | -7.40882062912 |
utt unchanged       :    20014204.wav    | -6.12522649765 | -7.250269889832 |
utt unchanged       :    20014205.wav    | -6.179350852966 | -7.211716651917 |
utt unchanged       :    20014206.wav    | -6.087546348572 | -7.109347820282 |
utt unchanged       :    20014207.wav    | -5.468399047852 | -6.388286590576 |
utt unchanged       :    20014208.wav    | -6.046105861664 | -7.063885688782 |
utt unchanged       :    20014211.wav    | -4.149592399597 | -6.325995445251 |
utt unchanged       :    20014212.wav    | -6.068778991699 | -6.970730304718 |
utt unchanged       :    20014213.wav    | -6.131236076355 | -7.22811794281 |
utt unchanged       :    20014214.wav    | -6.225935935974 | -7.393583297729 |
utt unchanged       :    20014215.wav    | -5.084577560425 | -6.787150382996 |
utt unchanged       :    20014216.wav    | -6.047119140625 | -7.253685951233 |
utt unchanged       :    20014217.wav    | -3.873066663742 | -6.768704414368 |
utt unchanged       :    20014218.wav    | -5.599053382874 | -6.534248828888 |
utt unchanged       :    20014219.wav    | -4.334788799286 | -6.381410121918 |
utt unchanged       :    20014220.wav    | -6.062952041626 | -7.18074131012 |
utt unchanged       :    20014221.wav    | -6.211689949036 | -7.136982917786 |
utt unchanged       :    20014222.wav    | -6.252457618713 | -7.306060791016 |
utt unchanged       :    20014223.wav    | -5.973691940308 | -7.37304353714 |
utt unchanged       :    20014224.wav    | -6.107015609741 | -7.051510810852 |
utt unchanged       :    20014225.wav    | -5.946847915649 | -7.559387683868 |
utt unchanged       :    20014226.wav    | -5.930202484131 | -6.946961402893 |
utt unchanged       :    20014227.wav    | -5.924180030823 | -7.130350112915 |
utt unchanged       :    20014228.wav    | -4.335582733154 | -6.43585729599 |
utt unchanged       :    20014229.wav    | -6.062162399292 | -7.181990146637 |
utt unchanged       :    20014230.wav    | -5.653853416443 | -6.845074176788 |
utt unchanged       :    20014231.wav    | -6.259696006775 | -7.310638904572 |
utt unchanged       :    20014233.wav    | -5.63097858429 | -7.464891433716 |
utt unchanged       :    20014237.wav    | -6.111019134521 | -7.050943374634 |
utt unchanged       :    20014238.wav    | -0.775572478771 | -6.328085899353 |
utt unchanged       :    20014240.wav    | -6.03973197937 | -7.142275810242 |
utt unchanged       :    20014241.wav    | -6.170571327209 | -7.290213108063 |
utt unchanged       :    20014242.wav    | -4.526640892029 | -6.382584571838 |
utt unchanged       :    20014245.wav    | -6.130574226379 | -7.204792022705 |
utt unchanged       :    20014246.wav    | -6.062640190125 | -7.064759254456 |
utt unchanged       :    20014247.wav    | -5.544826507568 | -6.701112747192 |
utt unchanged       :    20014250.wav    | -6.101208686829 | -7.128965377808 |
utt unchanged       :    20014252.wav    | -6.0073595047 | -6.989548683167 |
utt unchanged       :    20014253.wav    | -3.607379436493 | -5.529582023621 |
utt unchanged       :    20014255.wav    | -5.912707328796 | -6.952548980713 |
utt unchanged       :    20014256.wav    | -6.260345458984 | -7.457474708557 |
utt unchanged       :    20014257.wav    | -4.373194694519 | -6.452689647675 |
utt unchanged       :    20014258.wav    | -5.681121826172 | -7.422134399414 |
utt unchanged       :    20014259.wav    | -6.178729057312 | -7.349558830261 |
utt unchanged       :    20014260.wav    | -5.956728458405 | -7.584837913513 |
utt unchanged       :    20014261.wav    | -6.062433242798 | -7.102882385254 |
utt unchanged       :    20014262.wav    | -1.625420570374 | -3.64990901947 |
utt unchanged       :    20014263.wav    | -4.362668037415 | -5.765044212341 |
utt unchanged       :    20014264.wav    | -6.047173023224 | -7.142181396484 |
utt unchanged       :    20014265.wav    | -6.045126914978 | -7.069541454315 |
utt unchanged       :    20014266.wav    | -6.098294258118 | -7.173820495605 |
utt unchanged       :    20014268.wav    | -5.890147209167 | -7.12096452713 |
utt unchanged       :    20014271.wav    | -3.099057674408 | -4.788010597229 |
utt unchanged       :    20014272.wav    | -6.217843055725 | -7.03004360199 |
utt unchanged       :    20014273.wav    | -4.151716709137 | -1.451768517494 |
utt unchanged       :    20014274.wav    | -5.883308410645 | -7.087416648865 |
utt unchanged       :    20014275.wav    | -6.025163650513 | -7.078729152679 |
utt unchanged       :    20014276.wav    | -5.790614128113 | -6.914677619934 |
utt unchanged       :    20014277.wav    | -5.677042961121 | -7.017429828644 |
utt unchanged       :    20014278.wav    | -6.358560562134 | -7.323090553284 |
utt unchanged       :    20014279.wav    | -6.139810562134 | -7.26989030838 |
utt unchanged       :    20014280.wav    | -6.153594017029 | -7.088757514954 |
utt unchanged       :    20014282.wav    | -6.135759353638 | -7.20250749588 |
utt unchanged       :    20014283.wav    | -5.85325050354 | -6.950730323792 |
utt unchanged       :    20014284.wav    | -6.053401947021 | -7.092284202576 |
utt unchanged       :    20014285.wav    | -6.068691253662 | -7.114472866058 |
utt unchanged       :    20014287.wav    | -6.202953338623 | -7.286507606506 |
utt unchanged       :    20014288.wav    | -6.145962715149 | -7.2698097229 |
utt unchanged       :    20014289.wav    | -5.986620903015 | -7.029298782349 |
utt unchanged       :    20014290.wav    | -5.983383178711 | -6.918533325195 |
utt unchanged       :    20014291.wav    | -6.057268619537 | -7.028919219971 |
utt unchanged       :    20014292.wav    | -6.162366867065 | -7.245639801025 |
utt unchanged       :    20014293.wav    | -3.356945037842 | -5.463146209717 |
utt unchanged       :    20014294.wav    | -5.950437545776 | -6.893935203552 |
utt unchanged       :    20014295.wav    | -5.970636367798 | -7.07846736908 |
utt unchanged       :    20014296.wav    | -5.931769371033 | -6.907953739166 |
utt unchanged       :    20014297.wav    | -6.079857349396 | -7.177896022797 |
utt unchanged       :    20014298.wav    | -6.105421543121 | -7.280938625336 |
utt unchanged       :    20014299.wav    | -5.881436347961 | -6.935350418091 |
utt unchanged       :    20014300.wav    | -4.091277122498 | -6.110179901123 |
utt unchanged       :    20014301.wav    | -6.097639083862 | -7.349221229553 |
utt unchanged       :    20014305.wav    | -6.047958374023 | -7.039964199066 |
utt unchanged       :    20014307.wav    | -6.135825157166 | -7.689840316772 |
utt unchanged       :    20014309.wav    | -6.033807277679 | -6.853270530701 |
utt unchanged       :    20014310.wav    | -5.942628383636 | -6.934916496277 |
utt unchanged       :    20014311.wav    | -6.087881088257 | -7.240062713623 |
utt unchanged       :    20014312.wav    | -5.979506492615 | -7.074501037598 |
utt unchanged       :    20014313.wav    | -6.062926292419 | -7.076642036438 |
utt unchanged       :    20014314.wav    | -4.677125930786 | -4.949607849121 |
utt unchanged       :    20014315.wav    | -3.187938213348 | -5.428981781006 |
utt unchanged       :    20014316.wav    | -6.121479034424 | -7.081913948059 |
utt unchanged       :    20014317.wav    | -5.924334526062 | -7.026933670044 |
utt unchanged       :    20014318.wav    | -4.346496582031 | -6.528675079346 |
utt unchanged       :    20014319.wav    | -5.675093650818 | -7.236261367798 |
utt unchanged       :    20014321.wav    | -6.043784618378 | -7.026426792145 |
utt unchanged       :    20014322.wav    | -5.924189567566 | -7.014408111572 |
utt unchanged       :    20014323.wav    | -5.801482200623 | -6.899720668793 |
utt unchanged       :    20014324.wav    | -6.220728874207 | -7.1482629776 |
utt unchanged       :    20014325.wav    | -6.159604072571 | -7.337270259857 |
utt unchanged       :    20014326.wav    | -6.233826637268 | -7.04138469696 |
utt unchanged       :    20014327.wav    | -3.799310207367 | -5.833933353424 |
utt unchanged       :    20014328.wav    | -6.182832717896 | -7.233954906464 |
utt unchanged       :    20014329.wav    | -6.132462024689 | -7.160412311554 |
utt unchanged       :    20014331.wav    | -6.228272438049 | -7.372768878937 |
utt unchanged       :    20014333.wav    | -6.026997566223 | -7.080544948578 |
utt unchanged       :    20014334.wav    | -5.866481781006 | -6.913151741028 |
utt unchanged       :    20014335.wav    | -6.154417514801 | -7.096335411072 |
utt unchanged       :    20014337.wav    | -6.162009239197 | -7.314995288849 |
utt unchanged       :    20014338.wav    | -6.057023525238 | -7.113055229187 |
utt unchanged       :    20014339.wav    | -6.133361816406 | -7.307580947876 |
utt unchanged       :    20014340.wav    | -6.166152954102 | -7.070541381836 |
utt unchanged       :    20014341.wav    | -6.115683555603 | -7.06685256958 |
utt unchanged       :    20014342.wav    | -6.016800880432 | -6.965055942535 |
utt unchanged       :    20014343.wav    | -5.862462997437 | -7.078052997589 |
utt unchanged       :    20014344.wav    | -5.867888450623 | -6.847007751465 |
utt unchanged       :    20014346.wav    | -6.122943878174 | -7.313409805298 |
utt unchanged       :    20014347.wav    | -6.059123039246 | -7.192937374115 |
utt unchanged       :    20014349.wav    | -5.839582443237 | -6.933127403259 |
utt unchanged       :    20014350.wav    | -5.896126747131 | -7.12317276001 |
utt unchanged       :    20014351.wav    | -6.078886985779 | -7.036515235901 |
utt unchanged       :    20014352.wav    | -6.013262271881 | -7.175678253174 |
utt unchanged       :    20014353.wav    | -6.130486965179 | -7.279960632324 |
utt unchanged       :    20014354.wav    | -5.911971569061 | -7.011205673218 |
utt unchanged       :    20014356.wav    | -6.102988243103 | -7.212375640869 |
utt unchanged       :    20014357.wav    | -5.386710643768 | -6.676181793213 |
utt unchanged       :    20014358.wav    | -4.484144210815 | -6.485410690308 |
utt unchanged       :    20014359.wav    | -6.129426002502 | -7.203725814819 |
utt unchanged       :    20014360.wav    | -5.905170917511 | -7.014939308167 |
utt unchanged       :    20014361.wav    | -4.545723438263 | -6.555135726929 |
utt unchanged       :    20014363.wav    | -5.832718372345 | -7.420616149902 |
utt unchanged       :    20014364.wav    | -5.971205234528 | -7.438489437103 |
utt unchanged       :    20014365.wav    | -6.083980560303 | -7.219475746155 |
utt unchanged       :    20014367.wav    | -5.804874420166 | -6.933735847473 |
utt unchanged       :    20014368.wav    | -6.121075153351 | -7.045347213745 |
utt unchanged       :    20014370.wav    | -6.048594474792 | -7.021653175354 |
utt unchanged       :    20014371.wav    | -6.051082611084 | -7.429613113403 |
utt unchanged       :    20014372.wav    | -5.969625473022 | -6.907294273376 |
utt unchanged       :    20014373.wav    | -6.086187362671 | -7.043540000916 |
utt unchanged       :    20014374.wav    | -5.724090576172 | -7.367984771729 |
utt unchanged       :    20014376.wav    | -6.090394020081 | -7.267567634583 |
utt unchanged       :    20014377.wav    | -5.95034122467 | -7.041918754578 |
utt unchanged       :    20014379.wav    | -4.186076164246 | -6.25514125824 |
utt unchanged       :    20014380.wav    | -3.177264928818 | -6.147738456726 |
utt unchanged       :    20014381.wav    | -6.208749771118 | -7.113095283508 |
utt unchanged       :    20014382.wav    | -6.082736968994 | -7.023911476135 |
utt unchanged       :    20014383.wav    | -4.757564544678 | -6.705572128296 |
utt unchanged       :    20014384.wav    | -5.799036979675 | -7.29497051239 |
utt unchanged       :    20014385.wav    | -6.129302024841 | -7.121293067932 |
utt unchanged       :    20014386.wav    | -6.175965309143 | -7.231842041016 |
utt unchanged       :    20014387.wav    | -6.034735679626 | -7.180256843567 |
utt unchanged       :    20014388.wav    | -5.94176197052 | -7.038949012756 |
utt unchanged       :    20014390.wav    | -5.772717952728 | -7.330443382263 |
utt unchanged       :    20014391.wav    | -6.196148872375 | -7.294667720795 |
utt unchanged       :    20014393.wav    | -6.185675621033 | -7.180860519409 |
utt unchanged       :    20014396.wav    | -5.486721038818 | -6.614482879639 |
utt unchanged       :    20014397.wav    | -5.893790245056 | -6.86487865448 |
utt unchanged       :    20014398.wav    | -4.832864284515 | -6.815582752228 |
utt unchanged       :    20014399.wav    | -6.292247772217 | -7.226502895355 |
utt unchanged       :    20014400.wav    | -6.189670562744 | -7.341545581818 |
utt unchanged       :    20014401.wav    | -6.064092636108 | -7.057026863098 |
utt unchanged       :    20014402.wav    | -4.593741416931 | -6.550218105316 |
utt unchanged       :    20014403.wav    | -1.812248110771 | -4.187745094299 |
utt unchanged       :    20014404.wav    | -6.029205322266 | -6.950631141663 |
utt unchanged       :    20014405.wav    | -5.993457317352 | -7.430999755859 |
utt unchanged       :    20014406.wav    | -6.047545433044 | -7.190433502197 |
utt unchanged       :    20014407.wav    | -4.520063400269 | -6.600306034088 |
utt unchanged       :    20014408.wav    | -5.153015136719 | -6.367609024048 |
utt unchanged       :    20014409.wav    | -5.769373893738 | -6.861124038696 |
utt unchanged       :    20014410.wav    | -6.236612319946 | -7.229290485382 |
utt unchanged       :    20014411.wav    | -5.888554096222 | -6.961850643158 |
